Michael,Phelps,m,Phelps.jpg,1
Katie,Ledecky,f,Ledecky.jpg,1
Simone,Biles,f,Biles.jpg,1
Katinka,Hosszu,f,hosszu.jpg,2
Usain,Bolt,m,Bolt.jpg,3
Jason,Kenny,m,Kenny.jpg,4
Kozac,Danuta,f,Danuta.jpg,2
Ryan,Murphy,m,Murphy.jpg,5
Simone,Manuel,f,Manuel.jpg,1
Maya,Dirado,f,Dirado.jpg,1
Wayde,Van Niekirk,m,vanNiekirk.jpg,6
Almaz,Ayana,f,Ayana.jpg,7
Anita,Wlodarczyk,f,Wlodarczyk.jpg,8
Qingquan,Long,m,Long.jpg,9
